period_info,name,party,district
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λέβα  Βασιλική Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σταϊκούρας Χρήστος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΘΙΩΤΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σέλτσας  Κωνσταντίνος Δημητρίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αντωνιάδης Ιωάννης Δημητρίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΦΛΩΡΙΝΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κωστοπαναγιώτου  Ηλίας  Κωνσταντίνου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΦΩΚΙΔΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ιγγλέζη Αικατερίνη Θεοδώρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βαγιωνάς Γεώργιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δριβελέγκας Ιωάννης Κωνσταντίνου,ΠΑ.ΣΟ.Κ.,ΧΑΛΚΙΔΙΚΗΣ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Σταθάκης Γεώργιος Μηνά,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Πολάκης Παύλος Πέτρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βαγιωνάκη Ευαγγελία (Βάλια) Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Θεοδωράκης Σταύρος Παναγιώτη,ΤΟ ΠΟΤΑΜΙ,ΧΑΝΙΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βαρουφάκης Γιάνης Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δραγασάκης  Ιωάννης Ανδρέα,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κουρουμπλής Παναγιώτης Ελευθερίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βαλαβάνη Όλγα - Νάντια Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Στρατούλης Δημήτριος Ιωάννη,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παππάς Νικόλαος Στυλιανού,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Τσακαλώτος Ευκλείδης  Στέφανου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δημαράς Γεώργιος Θεοδώρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μπαλάφας  Ιωάννης  Περικλή,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ξυδάκης  Νικόλαος  Γαλάτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Φωτίου  Θεανώ Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κατριβάνου Βασιλική Ηλία,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καφαντάρη Χαρούλα (Χαρά) Φωτίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βίτσας Δημήτριος Αθανασίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αυλωνίτου Ελένη Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καββαδία Ιωαννέτα (Αννέτα) Σωκράτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παναγούλης Ευστάθιος (Στάθης) Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ήσυχος Κωνσταντίνος - Ηρακλής  Νικολάου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Δένδιας  Νικόλαος - Γεώργιος  Σπυρίδωνα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μητσοτάκης Κυριάκος  Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γεωργιάδης Σπυρίδων - Άδωνις  Αθανασίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Χατζηδάκης Κωνσταντίνος (Κωστής) Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βαρβιτσιώτης  Μιλτιάδης  Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μεϊμαράκης Ευάγγελος - Βασίλειος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κουμουτσάκος Γεώργιος Σπυρίδωνος,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καραμανλή Άννα  Αρκαδίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Βούλτεψη  Σοφία  Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ασημακοπούλου Άννα-Μισέλ Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γιακουμάτος Γεράσιμος Χαραλάμπους,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γερμενής Γεώργιος Σπυρίδωνος,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παναγιώταρος Ηλίας Κωνσταντίνου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ζαρούλια Ελένη Βασιλείου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ψαριανός Γρηγόριος Νικολάου,ΤΟ ΠΟΤΑΜΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Θεοχάρης Θεοχάρης (Χάρης) Αθανασίου,ΤΟ ΠΟΤΑΜΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Αμυράς Γεώργιος Στυλιανού,ΤΟ ΠΟΤΑΜΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λυμπεράκη Αντιγόνη Γεωργίου,ΤΟ ΠΟΤΑΜΙ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κουτσούμπας Δημήτριος Αποστόλου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παφίλης Αθανάσιος Σπυρίδωνα,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κατσώτης Χρήστος Περικλή,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Καμμένος Παναγιώτης (Πάνος) Ηλία,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Παπαχριστόπουλος  Αθανάσιος (Θανάσης) Θεμιστοκλή,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ ΕΘΝΙΚΗ ΠΑΤΡΙΩΤΙΚΗ ΔΗΜΟΚΡΑΤΙΚΗ ΣΥΜΜΑΧΙΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Γεννηματά Φωτεινή (Φώφη) Γεωργίου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Λοβέρδος Ανδρέας Νικολάου,ΠΑ.ΣΟ.Κ.,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Ιωαννίδης Ηλίας  Λαζάρου,ΛΑΪΚΗ ΕΝΟΤΗΤΑ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μιχαηλίδης  Ανδρέας  Φραγκούλη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Μηταράκης Παναγιώτης (Νότης) Αντωνίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΧΙΟΥ
Τελευταία σύνθεση ολομέλειας  ΙΣΤ΄ Περιόδου  (25/01/2015 - 28/08/2015),Κυρίτσης Γεώργιος Μιλτιάδη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Β' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μπακογιάννη  Θεοδώρα (Ντόρα) Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Αθανασίου  Χαράλαμπος  Χριστόφα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Λαζαρίδης Χρύσανθος Αλεξάνδρου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μιχελάκης Ιωάννης Σπυρίδωνος,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Φωτίου  Θεανώ Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Τσουκαλάς Δημήτριος Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Δήμας Πύρρος Βίκτωρος,ΠΑ.ΣΟ.Κ.,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κουίκ Τέρενς - Σπένσερ - Νικόλαος Φιλίππου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ - ΠΑΝΟΣ ΚΑΜΜΕΝΟΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Παππάς Χρήστος Ηλία,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Λυκούδης Σπυρίδων Διονυσίου,ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Παφίλης Αθανάσιος Σπυρίδωνα,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Παπαδημητρίου Γεσθημανή (Μάνια) Θεοδώρου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,ΕΠΙΚΡΑΤΕΙΑΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κεφαλογιάννη Όλγα Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κακλαμάνης Νικήτας Μιχαήλ,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Πιπιλή Φωτεινή Ανδρέα,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κικίλιας Βασίλειος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μηταράκης Παναγιώτης (Νότης) Αντωνίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Παυλόπουλος Προκόπιος Βασιλείου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Τσίπρας Αλέξιος Παύλου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κωνσταντοπούλου Ζωή Νικολάου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Βούτσης Νικόλαος Γεωργίου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μπόλαρη Μαρία Βασιλείου,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Σκανδαλίδης Κωνσταντίνος Γεωργίου,ΠΑ.ΣΟ.Κ.,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κουντουρά Έλενα Αλεξάνδρου,ΑΝΕΞΑΡΤΗΤΟΙ ΕΛΛΗΝΕΣ - ΠΑΝΟΣ ΚΑΜΜΕΝΟΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μιχαλολιάκος Νικόλαος Γεωργίου,ΛΑΪΚΟΣ ΣΥΝΔΕΣΜΟΣ - ΧΡΥΣΗ ΑΥΓΗ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Πανούσης Ιωάννης Αποστόλου,ΔΗΜΟΚΡΑΤΙΚΗ ΑΡΙΣΤΕΡΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κανέλλη Γαρυφαλλιά (Λιάνα) Χρήστου,ΚΟΜΜΟΥΝΙΣΤΙΚΟ ΚΟΜΜΑ ΕΛΛΑΔΑΣ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Πλεύρης Αθανάσιος Κωνσταντίνου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μωραϊτάκης Αλέξανδρος Γεωργίου,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΑΘΗΝΩΝ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Αρβανιτόπουλος Κωνσταντίνος Παναγιώτη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Κατσαφάδος Κωνσταντίνος Ιωάννη,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Δρίτσας Θεόδωρος Παναγιώτη,ΣΥΝΑΣΠΙΣΜΟΣ ΡΙΖΟΣΠΑΣΤΙΚΗΣ ΑΡΙΣΤΕΡΑΣ,Α' ΠΕΙΡΑΙΩΣ
Τελευταία σύνθεση ολομέλειας  ΙΕ΄ Περιόδου  (17/06/2012 - 31/12/2014),Μελάς Παναγιώτης Ιωάννη,ΑΝΕΞΑΡΤΗΤΟΙ ΔΗΜΟΚΡΑΤΙΚΟΙ ΒΟΥΛΕΥΤΕΣ,Α' ΠΕΙΡΑΙΩΣ
